Product Name,Price,Images
Macbook Air 2020 1.1Ghz Dual Core i3 8GB 256GB Gold Silver Grey - 940e,Rp13.970.000,"<img alt=""Macbook Air 2020 1.1Ghz Dual Core i3 8GB 256GB Gold Silver Grey - 940e"" class=""success fade"" crossorigin=""anonymous"" src=""https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/7/16/40861697/40861697_c8b25b5f-e1cf-4941-a9d7-ec2a7bc26239_1080_1080.webp"" title=""""/>"
ASUS TUF Gaming A15 FX506II R7-4800H 8GB 512GB GTX1650TI IPS 144Hz W10,Rp15.599.000,"<img alt=""ASUS TUF Gaming A15 FX506II R7-4800H 8GB 512GB GTX1650TI IPS 144Hz W10"" class=""success fade"" crossorigin=""anonymous"" src=""https://ecs7-p.tokopedia.net/img/cache/200-square/VqbcmM/2020/11/27/e000ffb0-51f3-44cc-8124-dd412f8181ed.jpg.webp"" title=""""/>"
Adaptor Laptop Universal 96w Berkualitas 12/15/16/18/19/20 Volt,Rp54.000,"<img alt=""Adaptor Laptop Universal 96w Berkualitas 12/15/16/18/19/20 Volt"" class=""success fade"" crossorigin=""anonymous"" src=""https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/2/15/2479653/2479653_3a6dd056-2cd4-4dab-b423-e2a1915292e1_1080_1080.jpg.webp"" title=""""/>"
"MSI GF75 9SC [9S7-17F212-609] i7-9750H 8GB 512GB GTX1650 4GB 17.3""",Rp14.999.000,"<img alt='MSI GF75 9SC [9S7-17F212-609] i7-9750H 8GB 512GB GTX1650 4GB 17.3""' class=""success fade"" crossorigin=""anonymous"" src=""https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/9/17/28197332/28197332_8b465dd0-e198-496c-acf5-8ff8a101b392_800_800.webp"" title=""""/>"
lenovo thinkpad x250 core i5 gen 5.yu,Rp4.500.000,"<img alt=""lenovo thinkpad x250 core i5 gen 5.yu"" class=""success fade"" crossorigin=""anonymous"" src=""https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2019/7/20/1617973/1617973_e448efd6-0d19-4693-92b4-86ae0cf82377_959_959.webp"" title=""""/>"
LENOVO THINKPAD X220 Core i5 WIN 7 Ori,Rp2.700.000,"<img alt=""LENOVO THINKPAD X220 Core i5 WIN 7 Ori"" class=""success fade"" crossorigin=""anonymous"" src=""https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2018/12/15/535994/535994_240cf688-a2ce-4b72-952b-29d1b0cb6ba2_1600_1600.jpg.webp"" title=""""/>"
"ASUS X441MA N4000 4GB 1TB Intel HD 14""HD W10 GA011T/GA012T/GA013T",Rp4.699.000,"<img alt='ASUS X441MA N4000 4GB 1TB Intel HD 14""HD W10 GA011T/GA012T/GA013T' class=""success fade"" crossorigin=""anonymous"" src=""https://ecs7-p.tokopedia.net/img/cache/200-square/attachment/2020/12/8/31451292/31451292_06e6c76a-3e2f-4d88-988f-f9cd065281f9.jpg.webp"" title=""""/>"
LAPTOP LENOVO GAMING 3i - i5-10300H 8GB 512GB GTX1650 4GB W10 120Hz,Rp12.999.000,"<img alt=""LAPTOP LENOVO GAMING 3i - i5-10300H 8GB 512GB GTX1650 4GB W10 120Hz"" class=""success fade"" crossorigin=""anonymous"" src=""https://ecs7-p.tokopedia.net/img/cache/200-square/attachment/2020/12/8/31451292/31451292_36033a37-c7d3-4014-b14a-36fc5a7dc57e.jpg.webp"" title=""""/>"
"PROMO LAPTOP ASUS E402YA - AMD E2-7015 4GB 1TB VGA AMD R2 14"" WIN10",Rp4.799.000,"<img alt='PROMO LAPTOP ASUS E402YA - AMD E2-7015 4GB 1TB VGA AMD R2 14"" WIN10' class=""success fade"" crossorigin=""anonymous"" src=""https://ecs7-p.tokopedia.net/img/cache/200-square/attachment/2020/12/8/31451292/31451292_d06a4107-7020-44fe-9aac-23d40b1a4ef4.jpg.webp"" title=""""/>"
PROMO PAKET ANTI GORES LAYAR LAPTOP dan BODY PROTECTOR,Rp150.000,"<img alt=""PROMO PAKET ANTI GORES LAYAR LAPTOP dan BODY PROTECTOR"" class=""success fade"" crossorigin=""anonymous"" src=""https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2019/7/17/1831160/1831160_21cb3cab-c230-4c3e-9886-1eda67293e85_700_700.webp"" title=""""/>"
Toshiba portege slim z30a core i5 gen4 + ssd 256gb + 13inc,Rp3.950.000,"<img alt=""Toshiba portege slim z30a core i5 gen4 + ssd 256gb + 13inc"" class=""success fade"" crossorigin=""anonymous"" src=""https://ecs7-p.tokopedia.net/img/cache/200-square/attachment/2019/8/21/156638683788410/156638683788410_f726e1f0-3693-4a39-b57b-94515002bc8b.png.webp"" title=""""/>"
Obrall Laptop Lenovo Thinkpad X230 ci5 gen 3 Ram 4gb Hdd 320 muluss,Rp2.300.000,"<img alt=""Obrall Laptop Lenovo Thinkpad X230 ci5 gen 3 Ram 4gb Hdd 320 muluss"" class=""success fade"" crossorigin=""anonymous"" src=""https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2018/9/14/538528/538528_ad5fb9f9-1bbb-4f34-bbaa-e11e6d96baac_1280_1280.jpg.webp"" title=""""/>"
lenovo thinkpad x250 core i5 5300u - ssd 128gb - murah meriah,Rp3.999.000,"<img alt=""lenovo thinkpad x250 core i5 5300u - ssd 128gb - murah meriah"" class=""success fade"" crossorigin=""anonymous"" src=""https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2019/11/2/1617973/1617973_65cc6b85-5239-471e-aef6-1fd66ae4e4c5_959_959.webp"" title=""""/>"
Acer Aspire 5 A514-53 i3-1005G1 4GB 512 SSD + intel Optane Win10 OHS,Rp7.899.000,"<img alt=""Acer Aspire 5 A514-53 i3-1005G1 4GB 512 SSD + intel Optane Win10 OHS"" class=""success fade"" crossorigin=""anonymous"" src=""https://ecs7-p.tokopedia.net/img/cache/200-square/attachment/2020/12/8/31451292/31451292_cb2562ec-619e-45ca-a187-07b20fa8dee5.jpg.webp"" title=""""/>"
LENOVO LEGION 5i i7-10750H 16GB RTX2060 6GB 144Hz WIN10+OHS,Rp23.699.000,"<img alt=""LENOVO LEGION 5i i7-10750H 16GB RTX2060 6GB 144Hz WIN10+OHS"" class=""success fade"" crossorigin=""anonymous"" src=""https://ecs7-p.tokopedia.net/img/cache/200-square/VqbcmM/2020/12/3/666ce7a9-fc5b-46dd-886f-12b1409c4645.jpg.webp"" title=""""/>"
Laptop Fujitsu Q702 Tablet - Corei5 3427u - Ram 4gb - SSD -TouchScreen,Rp2.499.000,"<img alt=""Laptop Fujitsu Q702 Tablet - Corei5 3427u - Ram 4gb - SSD -TouchScreen"" class=""success fade"" crossorigin=""anonymous"" src=""https://ecs7-p.tokopedia.net/img/cache/200-square/VqbcmM/2020/10/31/a94661fd-9ccd-4c9f-a948-f955087ecaaa.jpg.webp"" title=""""/>"
LAPTOP MURAH ZYREX Sky 232 N3350 4GB 64+256ssd 11.6FHD W10 FREE MOUSE,Rp3.689.000,"<img alt=""LAPTOP MURAH ZYREX Sky 232 N3350 4GB 64+256ssd 11.6FHD W10 FREE MOUSE"" class=""success fade"" crossorigin=""anonymous"" src=""https://ecs7-p.tokopedia.net/img/cache/200-square/VqbcmM/2020/12/8/29f4913e-a7dd-4749-bb54-65d6c1080d6c.png.webp"" title=""""/>"
LAPTOP DELL LATITUDE 6400,Rp1.275.000,"<img alt=""LAPTOP DELL LATITUDE 6400"" class=""success fade"" crossorigin=""anonymous"" src=""https://ecs7-p.tokopedia.net/img/cache/200-square/VqbcmM/2020/11/18/bb8bb420-a64c-45d6-9f2e-ce535857681b.jpg.webp"" title=""""/>"
Xiaomi Mi Notebook AIR 13.3 8th Gen i7 8GB RAM 512GB SSD MX250 2GB - Silver,Rp14.250.000,"<img alt=""Xiaomi Mi Notebook AIR 13.3 8th Gen i7 8GB RAM 512GB SSD MX250 2GB - Silver"" class=""success fade"" crossorigin=""anonymous"" src=""https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/9/3/11879544/11879544_29781a0a-2e52-4178-b955-5f130f71a8ec_1080_1080.webp"" title=""""/>"
PROMO LAPTOP DELL E7250 CORE I5 RAM 8 GB SSD 128GB - WINDOWS 8 ORI,Rp4.564.000,"<img alt=""PROMO LAPTOP DELL E7250 CORE I5 RAM 8 GB SSD 128GB - WINDOWS 8 ORI"" class=""success fade"" crossorigin=""anonymous"" src=""https://ecs7-p.tokopedia.net/img/cache/200-square/product-1/2020/7/30/5343040/5343040_afa09f21-c4fc-456d-8a04-a6740f0aeddd_800_800.webp"" title=""""/>"
